micro_hab_data_tbl_id,species_original,date
248,NA,2001-08-20
249,NA,2001-08-20
250,NA,2001-08-20
251,NA,2001-08-20
252,NA,2001-08-20
253,NA,2001-08-20
254,NA,2001-08-20
255,NA,2001-08-20
256,NA,2001-08-20
257,NA,2001-08-20
258,NA,2001-08-20
259,NA,2001-08-20
260,NA,2001-08-20
261,NA,2001-08-20
262,NA,2001-08-20
263,NA,2001-08-20
264,NA,2001-08-20
265,NA,2001-08-20
266,NA,2001-08-20
267,NA,2001-08-20
268,NA,2001-08-20
269,NA,2001-08-20
270,NA,2001-08-20
271,NA,2001-08-20
272,NA,2001-08-20
273,NA,2001-08-20
274,NA,2001-08-20
275,NA,2001-08-20
276,NA,2001-08-20
277,NA,2001-08-20
278,NA,2001-08-20
279,NA,2001-08-20
280,NA,2001-08-20
281,NA,2001-08-20
282,NA,2001-08-20
283,NA,2001-08-20
284,NA,2001-08-20
286,NA,2001-08-20
287,NA,2001-08-20
288,NA,2001-08-20
289,NA,2001-08-20
290,NA,2001-08-20
291,NA,2001-08-20
292,NA,2001-08-20
293,NA,2001-08-20
294,NA,2001-08-20
295,NA,2001-08-20
296,NA,2001-08-20
297,NA,2001-08-20
298,NA,2001-08-20
299,NA,2001-08-20
300,NA,2001-08-20
301,NA,2001-08-20
302,NA,2001-08-20
303,NA,2001-08-20
304,NA,2001-08-20
306,NA,2001-08-20
307,NA,2001-08-20
309,NA,2001-08-20
310,NA,2001-08-20
311,NA,2001-08-20
312,NA,2001-08-20
313,NA,2001-08-20
314,NA,2001-08-20
315,NA,2001-08-20
316,NA,2001-08-20
317,NA,2001-08-20
318,NA,2001-08-20
319,NA,2001-08-20
320,NA,2001-08-20
321,NA,2001-08-20
322,NA,2001-08-20
323,NA,2001-08-20
324,NA,2001-08-20
325,NA,2001-08-20
326,NA,2001-08-20
327,NA,2001-08-20
328,NA,2001-08-20
329,NA,2001-08-20
330,NA,2001-08-20
331,NA,2001-08-20
332,NA,2001-08-20
333,NA,2001-08-20
334,NA,2001-08-20
335,NA,2001-08-20
336,NA,2001-08-20
337,NA,2001-08-20
338,NA,2001-08-20
339,NA,2001-08-20
340,NA,2001-08-20
341,NA,2001-08-20
342,NA,2001-08-20
343,NA,2001-08-20
344,NA,2001-08-20
345,NA,2001-08-20
346,NA,2001-08-20
347,NA,2001-08-20
348,NA,2001-08-20
349,NA,2001-08-20
350,NA,2001-08-20
351,NA,2001-08-20
352,NA,2001-08-20
353,NA,2001-08-20
354,NA,2001-08-20
355,NA,2001-08-20
356,NA,2001-08-20
357,NA,2001-08-20
358,NA,2001-08-20
359,NA,2001-08-20
360,NA,2001-08-20
361,NA,2001-08-20
362,NA,2001-08-20
363,NA,2001-08-20
364,NA,2001-08-20
365,NA,2001-08-20
366,NA,2001-07-16
367,NA,2001-07-16
368,NA,2001-07-16
369,NA,2001-07-16
370,NA,2001-07-16
371,NA,2001-07-16
372,NA,2001-07-16
373,NA,2001-07-16
374,NA,2001-07-16
375,NA,2001-07-16
376,NA,2001-07-16
377,NA,2001-07-16
378,NA,2001-07-16
379,NA,2001-07-16
380,NA,2001-07-16
381,NA,2001-07-16
382,NA,2001-07-16
383,NA,2001-07-16
384,NA,2001-07-16
385,NA,2001-07-16
386,NA,2001-07-16
387,NA,2001-07-16
388,NA,2001-07-16
389,NA,2001-07-16
390,NA,2001-07-16
391,NA,2001-07-16
392,NA,2001-07-16
393,NA,2001-07-16
394,NA,2001-07-16
395,NA,2001-07-16
396,NA,2001-07-16
397,NA,2001-07-16
398,NA,2001-07-16
399,NA,2001-07-16
400,NA,2001-07-16
401,NA,2001-07-16
402,NA,2001-07-16
403,NA,2001-07-16
404,NA,2001-07-16
405,NA,2001-07-16
406,NA,2001-07-16
407,NA,2001-07-16
408,NA,2001-07-16
409,NA,2001-07-16
410,NA,2001-07-16
411,NA,2001-07-16
412,NA,2001-07-16
413,NA,2001-07-16
414,NA,2001-07-16
415,NA,2001-07-16
416,NA,2001-07-16
417,NA,2001-07-16
418,NA,2001-07-16
419,NA,2001-07-16
420,NA,2001-07-16
421,NA,2001-07-16
422,NA,2001-07-16
423,NA,2001-07-16
424,NA,2001-07-16
425,NA,2001-07-16
426,NA,2001-07-16
427,NA,2001-07-16
428,NA,2001-07-16
429,NA,2001-07-16
430,NA,2001-07-16
431,NA,2001-07-16
432,NA,2001-07-16
433,NA,2001-07-16
434,NA,2001-07-16
435,NA,2001-07-16
436,NA,2001-07-16
437,NA,2001-07-16
438,NA,2001-07-16
439,NA,2001-07-16
440,NA,2001-07-16
441,NA,2001-07-16
442,NA,2001-07-16
443,NA,2001-07-16
444,NA,2001-07-16
445,NA,2001-07-16
446,NA,2001-07-16
447,NA,2001-07-16
448,NA,2001-07-16
449,NA,2001-07-16
450,NA,2001-07-16
451,NA,2001-07-16
452,NA,2001-07-16
453,NA,2001-07-16
454,NA,2001-07-16
455,NA,2001-07-16
456,NA,2001-07-16
457,NA,2001-07-16
458,NA,2001-07-16
459,NA,2001-07-16
460,NA,2001-07-16
461,NA,2001-07-16
462,NA,2001-07-16
463,NA,2001-07-16
464,NA,2001-07-16
465,NA,2001-07-16
466,NA,2001-07-16
467,NA,2001-07-16
468,NA,2001-07-16
469,NA,2001-07-16
470,NA,2001-07-16
471,NA,2001-07-16
472,NA,2001-07-16
473,NA,2001-07-16
474,NA,2001-07-16
475,NA,2001-07-16
476,NA,2001-07-16
477,NA,2001-07-16
478,NA,2001-07-16
479,NA,2001-07-16
480,NA,2001-07-16
481,NA,2001-07-16
482,NA,2001-07-16
483,NA,2001-07-16
484,NA,2001-07-16
485,NA,2001-07-16
486,NA,2001-07-16
487,NA,2001-07-16
488,NA,2001-07-16
489,NA,2001-07-16
490,NA,2001-07-16
491,NA,2001-07-16
492,NA,2001-07-16
493,NA,2001-07-16
494,NA,2001-07-16
495,NA,2001-07-16
496,NA,2001-07-16
497,NA,2001-07-16
498,NA,2001-07-16
499,NA,2001-07-16
500,NA,2001-07-16
501,NA,2001-07-16
502,NA,2001-07-16
503,NA,2001-07-16
504,NA,2001-07-16
505,NA,2001-07-16
506,NA,2001-07-16
507,NA,2001-07-16
508,NA,2001-07-16
509,NA,2001-07-16
510,NA,2001-03-15
511,NA,2001-03-15
512,NA,2001-03-15
513,NA,2001-03-15
514,NA,2001-03-15
515,NA,2001-03-15
516,NA,2001-03-15
517,NA,2001-03-15
519,NA,2001-03-15
520,NA,2001-03-15
521,NA,2001-03-15
522,NA,2001-08-20
523,NA,2001-07-17
524,NA,2001-07-17
525,NA,2001-07-17
526,NA,2001-07-17
527,NA,2001-07-17
528,NA,2001-07-17
529,NA,2001-07-17
530,NA,2001-07-17
531,NA,2001-07-17
532,NA,2001-07-17
533,NA,2001-07-17
534,NA,2001-07-17
535,NA,2001-07-17
536,NA,2001-07-17
537,NA,2001-07-17
538,NA,2001-07-17
539,NA,2001-07-17
540,NA,2001-07-17
541,NA,2001-07-17
542,NA,2001-07-17
543,NA,2001-07-17
544,NA,2001-07-17
545,NA,2001-07-17
546,NA,2001-07-17
547,NA,2001-07-17
548,NA,2001-07-17
549,NA,2001-07-17
550,NA,2001-07-17
551,NA,2001-07-17
552,NA,2001-07-17
553,NA,2001-07-17
554,NA,2001-07-17
555,NA,2001-07-17
556,NA,2001-07-17
557,NA,2001-07-17
558,NA,2001-07-17
559,NA,2001-07-17
560,NA,2001-07-17
561,NA,2001-07-17
562,NA,2001-07-17
563,NA,2001-07-17
564,NA,2001-07-17
565,NA,2001-07-17
566,NA,2001-07-17
567,NA,2001-07-17
568,NA,2001-07-17
569,NA,2001-07-17
570,NA,2001-07-17
571,NA,2001-07-17
572,NA,2001-07-17
573,NA,2001-07-17
574,NA,2001-07-17
575,NA,2001-07-17
576,NA,2001-07-17
577,NA,2001-07-17
578,NA,2001-07-17
579,NA,2001-07-17
580,NA,2001-07-17
581,NA,2001-07-17
582,NA,2001-07-17
583,NA,2001-07-17
584,NA,2001-07-17
585,NA,2001-07-17
586,NA,2001-07-17
587,NA,2001-07-17
588,NA,2001-07-17
589,NA,2001-07-17
590,NA,2001-07-17
591,NA,2001-07-17
592,NA,2001-07-17
593,NA,2001-07-17
594,NA,2001-07-17
595,NA,2001-07-17
596,NA,2001-07-17
597,NA,2001-07-17
598,NA,2001-07-17
599,NA,2001-07-17
600,NA,2001-07-17
601,NA,2001-07-17
602,NA,2001-07-17
603,NA,2001-07-17
604,NA,2001-07-17
605,NA,2001-07-17
606,NA,2001-07-17
607,NA,2001-07-17
608,NA,2001-07-17
609,NA,2001-07-17
610,NA,2001-07-17
611,NA,2001-07-17
612,NA,2001-07-17
613,NA,2001-07-17
614,NA,2001-07-17
615,NA,2001-07-17
616,NA,2001-07-17
617,NA,2001-07-17
618,NA,2001-07-17
619,NA,2001-07-17
620,NA,2001-07-17
621,NA,2001-07-17
622,NA,2001-07-17
623,NA,2001-07-17
624,NA,2001-07-17
625,NA,2001-07-17
626,NA,2001-07-17
627,NA,2001-07-17
628,NA,2001-07-17
629,NA,2001-07-17
630,NA,2001-07-17
631,NA,2001-07-17
632,NA,2001-07-17
633,NA,2001-07-17
634,NA,2001-07-17
635,NA,2001-07-17
636,NA,2001-07-17
637,NA,2001-07-17
638,NA,2001-07-17
639,NA,2001-07-17
640,NA,2001-07-17
641,NA,2001-07-17
642,NA,2001-07-17
643,NA,2001-07-17
644,NA,2001-07-17
645,NA,2001-07-17
646,NA,2001-07-17
647,NA,2001-07-17
648,NA,2001-07-17
649,NA,2001-07-17
650,NA,2001-07-17
651,NA,2001-07-17
652,NA,2001-07-17
653,NA,2001-07-17
654,NA,2001-07-17
655,NA,2001-07-17
656,NA,2001-07-17
657,NA,2001-07-17
658,NA,2001-07-17
659,NA,2001-07-17
660,NA,2001-07-17
661,NA,2001-07-17
662,NA,2001-07-17
663,NA,2001-07-17
664,NA,2001-07-17
665,NA,2001-07-17
666,NA,2001-07-17
667,NA,2001-07-17
668,NA,2001-07-17
669,NA,2001-07-17
670,NA,2001-07-17
671,NA,2001-07-17
672,NA,2001-07-17
673,NA,2001-07-17
674,NA,2001-07-17
675,NA,2001-07-17
676,NA,2001-07-17
677,NA,2001-07-17
678,NA,2001-07-17
679,NA,2001-07-17
680,NA,2001-07-17
681,NA,2001-07-17
682,NA,2001-07-17
683,NA,2001-07-17
684,NA,2001-07-17
685,NA,2001-07-17
686,NA,2001-07-17
687,NA,2001-07-17
688,NA,2001-07-17
689,NA,2001-07-17
690,NA,2001-07-17
691,NA,2001-07-17
692,NA,2001-07-17
693,NA,2001-07-17
694,NA,2001-07-17
695,NA,2001-07-17
696,NA,2001-07-17
697,NA,2001-07-17
698,NA,2001-07-17
699,NA,2001-07-17
700,NA,2001-07-17
701,NA,2001-07-17
702,NA,2001-07-17
703,NA,2001-07-17
704,NA,2001-07-17
705,NA,2001-07-17
706,NA,2001-07-17
707,NA,2001-07-17
708,NA,2001-07-17
709,NA,2001-07-17
710,NA,2001-07-17
711,NA,2001-07-17
712,NA,2001-07-17
713,NA,2001-07-17
714,NA,2001-07-17
715,NA,2001-07-17
716,NA,2001-07-17
717,NA,2001-07-17
718,NA,2001-07-17
719,NA,2001-07-17
720,NA,2001-07-17
721,NA,2001-07-17
722,NA,2001-07-17
723,NA,2001-07-17
724,NA,2001-07-17
725,NA,2001-07-17
726,NA,2001-07-17
727,NA,2001-07-17
728,NA,2001-07-17
729,NA,2001-07-17
730,NA,2001-07-17
731,NA,2001-07-17
732,NA,2001-07-17
733,NA,2001-07-17
734,NA,2001-07-17
735,NA,2001-07-17
736,NA,2001-07-17
737,NA,2001-07-17
738,NA,2001-07-17
739,NA,2001-07-18
740,NA,2001-07-18
741,NA,2001-07-18
742,NA,2001-07-18
743,NA,2001-07-18
744,NA,2001-07-18
745,NA,2001-07-18
746,NA,2001-07-18
747,NA,2001-07-18
748,NA,2001-07-18
749,NA,2001-07-18
750,NA,2001-07-18
751,NA,2001-07-18
752,NA,2001-07-18
753,NA,2001-07-18
754,NA,2001-07-18
755,NA,2001-07-18
756,NA,2001-07-18
757,NA,2001-07-18
758,NA,2001-07-18
759,NA,2001-07-18
760,NA,2001-07-18
761,NA,2001-07-18
762,NA,2001-07-18
763,NA,2001-07-18
764,NA,2001-07-18
765,NA,2001-07-18
766,NA,2001-07-18
767,NA,2001-07-18
768,NA,2001-07-18
769,NA,2001-07-18
770,NA,2001-07-18
771,NA,2001-07-18
772,NA,2001-07-18
773,NA,2001-07-18
774,NA,2001-07-18
775,NA,2001-07-18
776,NA,2001-07-18
777,NA,2001-07-18
778,NA,2001-07-18
779,NA,2001-07-18
780,NA,2001-07-18
781,NA,2001-07-18
782,NA,2001-07-18
783,NA,2001-07-18
784,NA,2001-07-18
785,NA,2001-07-18
786,NA,2001-07-18
787,NA,2001-07-18
788,NA,2001-07-18
789,NA,2001-07-18
790,NA,2001-07-18
791,NA,2001-07-18
792,NA,2001-07-18
793,NA,2001-07-18
794,NA,2001-07-18
795,NA,2001-07-18
796,NA,2001-07-18
797,NA,2001-07-18
798,NA,2001-07-18
799,NA,2001-07-18
800,NA,2001-07-18
801,NA,2001-07-18
802,NA,2001-07-18
803,NA,2001-07-18
804,NA,2001-07-18
805,NA,2001-07-18
806,NA,2001-07-18
807,NA,2001-07-18
808,NA,2001-07-18
809,NA,2001-07-18
810,NA,2001-07-18
811,NA,2001-07-18
812,NA,2001-07-18
813,NA,2001-07-18
814,NA,2001-07-18
815,NA,2001-07-18
816,NA,2001-07-18
817,NA,2001-07-18
818,NA,2001-07-18
819,NA,2001-07-18
820,NA,2001-07-18
821,NA,2001-07-18
822,NA,2001-07-18
823,NA,2001-07-18
824,NA,2001-07-18
825,NA,2001-07-18
826,NA,2001-07-18
827,NA,2001-07-18
828,NA,2001-07-18
829,NA,2001-07-18
831,NA,2001-07-18
832,NA,2001-07-18
833,NA,2001-07-18
834,NA,2001-07-18
835,NA,2001-07-18
836,NA,2001-07-18
837,NA,2001-07-18
838,NA,2001-07-18
839,NA,2001-07-18
840,NA,2001-07-18
841,NA,2001-07-18
842,NA,2001-07-18
843,NA,2001-07-18
844,NA,2001-07-18
845,NA,2001-07-18
846,NA,2001-07-18
847,NA,2001-07-10
848,NA,2001-07-10
849,NA,2001-07-10
850,NA,2001-07-10
851,NA,2001-07-10
852,NA,2001-07-10
853,NA,2001-07-10
854,NA,2001-07-10
855,NA,2001-07-10
856,NA,2001-07-10
857,NA,2001-07-10
858,NA,2001-07-10
859,NA,2001-07-10
860,NA,2001-07-10
861,NA,2001-07-10
862,NA,2001-07-10
863,NA,2001-07-10
864,NA,2001-07-10
865,NA,2001-07-10
866,NA,2001-07-10
867,NA,2001-07-10
868,NA,2001-07-10
869,NA,2001-07-10
870,NA,2001-07-10
871,NA,2001-07-10
872,NA,2001-07-10
873,NA,2001-07-10
874,NA,2001-07-10
875,NA,2001-07-10
876,NA,2001-07-10
877,NA,2001-07-10
878,NA,2001-07-10
879,NA,2001-07-10
880,NA,2001-07-10
881,NA,2001-07-10
882,NA,2001-07-10
883,NA,2001-07-10
884,NA,2001-07-10
885,NA,2001-07-10
886,NA,2001-07-10
887,NA,2001-07-10
888,NA,2001-07-10
889,NA,2001-07-10
890,NA,2001-07-10
891,NA,2001-07-10
892,NA,2001-07-10
893,NA,2001-07-10
894,NA,2001-07-10
895,NA,2001-07-10
896,NA,2001-07-10
897,NA,2001-07-10
898,NA,2001-07-10
899,NA,2001-07-10
900,NA,2001-07-10
901,NA,2001-07-10
902,NA,2001-07-10
903,NA,2001-07-10
904,NA,2001-07-10
905,NA,2001-07-10
906,NA,2001-07-10
907,NA,2001-07-10
908,NA,2001-07-10
909,NA,2001-07-10
910,NA,2001-07-10
911,NA,2001-07-10
912,NA,2001-07-10
913,NA,2001-07-10
914,NA,2001-07-10
915,NA,2001-07-10
916,NA,2001-07-10
917,NA,2001-07-10
918,NA,2001-07-10
919,NA,2001-07-10
920,NA,2001-07-10
921,NA,2001-07-10
922,NA,2001-07-10
923,NA,2001-07-10
924,NA,2001-07-10
925,NA,2001-07-10
926,NA,2001-07-10
927,NA,2001-07-10
928,NA,2001-07-10
929,NA,2001-07-10
930,NA,2001-07-10
931,NA,2001-07-10
932,NA,2001-07-10
933,NA,2001-07-10
934,NA,2001-07-10
935,NA,2001-07-10
936,NA,2001-07-10
937,NA,2001-07-10
939,NA,2001-07-10
940,NA,2001-07-10
942,NA,2001-07-10
943,NA,2001-07-10
944,NA,2001-07-10
945,NA,2001-07-10
947,NA,2001-07-10
948,NA,2001-07-10
949,NA,2001-07-10
950,NA,2001-07-10
951,NA,2001-07-10
952,NA,2001-07-10
953,NA,2001-07-10
954,NA,2001-07-10
955,NA,2001-07-11
956,NA,2001-07-11
957,NA,2001-07-11
958,NA,2001-07-11
959,NA,2001-07-11
960,NA,2001-07-11
961,NA,2001-07-11
962,NA,2001-07-11
963,NA,2001-07-11
964,NA,2001-07-11
965,NA,2001-07-11
966,NA,2001-07-11
967,NA,2001-07-11
968,NA,2001-07-11
969,NA,2001-07-11
970,NA,2001-07-11
971,NA,2001-07-11
972,NA,2001-07-11
973,NA,2001-07-11
974,NA,2001-07-11
975,NA,2001-07-11
976,NA,2001-07-11
977,NA,2001-07-11
978,NA,2001-07-11
979,NA,2001-07-11
980,NA,2001-07-11
981,NA,2001-07-11
982,NA,2001-07-11
983,NA,2001-07-11
984,NA,2001-07-11
985,NA,2001-07-11
986,NA,2001-07-11
987,NA,2001-07-11
988,NA,2001-07-11
989,NA,2001-07-11
990,NA,2001-07-11
991,NA,2001-07-11
992,NA,2001-07-11
993,NA,2001-07-11
994,NA,2001-07-11
995,NA,2001-07-11
996,NA,2001-07-11
997,NA,2001-07-11
998,NA,2001-07-11
999,NA,2001-07-11
1000,NA,2001-07-11
1001,NA,2001-07-11
1002,NA,2001-07-11
1003,NA,2001-07-11
1004,NA,2001-07-11
1005,NA,2001-07-11
1006,NA,2001-07-11
1007,NA,2001-07-11
1008,NA,2001-07-11
1009,NA,2001-07-11
1010,NA,2001-07-11
1011,NA,2001-07-11
1012,NA,2001-07-11
1013,NA,2001-07-11
1014,NA,2001-07-11
1015,NA,2001-07-11
1016,NA,2001-07-11
1017,NA,2001-07-11
1018,NA,2001-07-11
1019,NA,2001-07-11
1020,NA,2001-07-11
1021,NA,2001-07-11
1022,NA,2001-07-11
1023,NA,2001-07-11
1024,NA,2001-07-11
1025,NA,2001-07-11
1026,NA,2001-07-11
1027,NA,2001-07-11
1028,NA,2001-07-11
1029,NA,2001-07-11
1030,NA,2001-07-11
1031,NA,2001-07-11
1032,NA,2001-07-11
1033,NA,2001-07-11
1034,NA,2001-07-11
1035,NA,2001-07-11
1036,NA,2001-07-11
1037,NA,2001-07-11
1038,NA,2001-07-11
1039,NA,2001-07-11
1040,NA,2001-07-11
1041,NA,2001-07-11
1042,NA,2001-07-11
1043,NA,2001-07-11
1044,NA,2001-07-11
1045,NA,2001-07-11
1046,NA,2001-07-11
1047,NA,2001-07-11
1048,NA,2001-07-11
1049,NA,2001-07-11
1050,NA,2001-07-11
1051,NA,2001-07-11
1052,NA,2001-07-11
1053,NA,2001-07-11
1054,NA,2001-07-11
1055,NA,2001-07-11
1056,NA,2001-07-11
1057,NA,2001-07-11
1058,NA,2001-07-11
1059,NA,2001-07-11
1060,NA,2001-07-11
1061,NA,2001-07-11
1062,NA,2001-07-11
1063,NA,2001-07-12
1064,NA,2001-07-12
1065,NA,2001-07-12
1066,NA,2001-07-12
1067,NA,2001-07-12
1068,NA,2001-07-12
1069,NA,2001-07-12
1070,NA,2001-07-12
1071,NA,2001-07-12
1072,NA,2001-07-12
1073,NA,2001-07-12
1074,NA,2001-07-12
1075,NA,2001-07-12
1076,NA,2001-07-12
1077,NA,2001-07-12
1078,NA,2001-07-12
1079,NA,2001-07-12
1080,NA,2001-07-12
1081,NA,2001-07-12
1082,NA,2001-07-12
1083,NA,2001-07-12
1084,NA,2001-07-12
1085,NA,2001-07-12
1086,NA,2001-07-12
1087,NA,2001-07-12
1088,NA,2001-07-12
1089,NA,2001-07-12
1090,NA,2001-07-12
1091,NA,2001-07-12
1092,NA,2001-07-12
1093,NA,2001-07-12
1094,NA,2001-07-12
1095,NA,2001-07-12
1096,NA,2001-07-12
1097,NA,2001-07-12
1098,NA,2001-07-12
1099,NA,2001-07-12
1100,NA,2001-07-12
1101,NA,2001-07-12
1102,NA,2001-07-12
1103,NA,2001-07-12
1104,NA,2001-07-12
1105,NA,2001-07-12
1106,NA,2001-07-12
1107,NA,2001-07-12
1108,NA,2001-07-12
1109,NA,2001-07-12
1110,NA,2001-07-12
1111,NA,2001-07-12
1112,NA,2001-07-12
1113,NA,2001-07-12
1114,NA,2001-07-12
1115,NA,2001-07-12
1116,NA,2001-07-12
1117,NA,2001-07-12
1118,NA,2001-07-12
1119,NA,2001-07-12
1120,NA,2001-07-12
1121,NA,2001-07-12
1122,NA,2001-07-12
1123,NA,2001-07-12
1124,NA,2001-07-12
1125,NA,2001-07-12
1126,NA,2001-07-12
1127,NA,2001-07-12
1128,NA,2001-07-12
1129,NA,2001-07-12
1130,NA,2001-07-12
1131,NA,2001-07-12
1132,NA,2001-07-12
1133,NA,2001-07-12
1134,NA,2001-07-12
1135,NA,2001-07-12
1136,NA,2001-07-12
1137,NA,2001-07-12
1138,NA,2001-07-12
1139,NA,2001-07-12
1140,NA,2001-07-12
1141,NA,2001-07-12
1142,NA,2001-07-12
1143,NA,2001-07-12
1144,NA,2001-07-12
1145,NA,2001-07-12
1146,NA,2001-07-12
1147,NA,2001-07-12
1148,NA,2001-07-12
1149,NA,2001-07-12
1150,NA,2001-07-12
1151,NA,2001-07-12
1152,NA,2001-07-12
1153,NA,2001-07-12
1154,NA,2001-07-12
1155,NA,2001-07-12
1156,NA,2001-07-12
1157,NA,2001-07-12
1158,NA,2001-07-12
1159,NA,2001-07-12
1160,NA,2001-07-12
1161,NA,2001-07-12
1162,NA,2001-07-12
1163,NA,2001-07-12
1164,NA,2001-07-12
1165,NA,2001-07-12
1166,NA,2001-07-12
1167,NA,2001-07-12
1168,NA,2001-07-12
1169,NA,2001-07-12
1170,NA,2001-07-12
1171,NA,2001-07-12
1172,NA,2001-07-12
1173,NA,2001-07-12
1174,NA,2001-07-12
1175,NA,2001-07-12
1176,NA,2001-07-12
1177,NA,2001-07-12
1178,NA,2001-07-12
1179,NA,2001-07-12
1180,NA,2001-07-12
1181,NA,2001-07-12
1182,NA,2001-07-12
1183,NA,2001-07-12
1184,NA,2001-07-12
1185,NA,2001-07-12
1186,NA,2001-07-12
1187,NA,2001-07-12
1188,NA,2001-07-12
1189,NA,2001-07-12
1190,NA,2001-07-12
1191,NA,2001-07-12
1192,NA,2001-07-12
1193,NA,2001-07-12
1194,NA,2001-07-12
1195,NA,2001-07-12
1196,NA,2001-07-12
1197,NA,2001-07-12
1198,NA,2001-07-12
1199,NA,2001-07-12
1200,NA,2001-07-12
