micro_hab_data_tbl_id,channel_original,date
6149,NA,2002-07-18
6150,NA,2002-07-18
6151,NA,2002-07-18
6152,NA,2002-07-18
6153,NA,2002-07-18
6154,NA,2002-07-18
6155,NA,2002-07-18
6156,NA,2002-07-18
6157,NA,2002-07-18
6158,NA,2002-07-18
6159,NA,2002-07-18
6160,NA,2002-07-18
6161,NA,2002-07-18
6162,NA,2002-07-18
6163,NA,2002-07-18
6164,NA,2002-07-18
6165,NA,2002-07-18
6166,NA,2002-07-18
6167,NA,2002-07-18
6168,NA,2002-07-18
6169,NA,2002-07-18
6170,NA,2002-07-18
6171,NA,2002-07-18
6475,NA,2002-07-17
6476,NA,2002-07-17
6477,NA,2002-07-17
6478,NA,2002-07-17
6479,NA,2002-07-17
6480,NA,2002-07-17
6481,NA,2002-07-17
6482,NA,2002-07-17
6483,NA,2002-07-17
6484,NA,2002-07-17
6485,NA,2002-07-17
6486,NA,2002-07-17
6487,NA,2002-07-17
6488,NA,2002-07-17
6489,NA,2002-07-17
6490,NA,2002-07-17
6491,NA,2002-07-17
6492,NA,2002-07-17
6493,NA,2002-07-17
6494,NA,2002-07-17
6495,NA,2002-07-17
6496,NA,2002-07-17
6497,NA,2002-07-17
6498,NA,2002-07-17
6499,NA,2002-07-17
6500,NA,2002-07-17
6501,NA,2002-07-17
6502,NA,2002-07-17
6503,NA,2002-07-17
6504,NA,2002-07-17
6505,NA,2002-07-17
6506,NA,2002-07-17
6507,NA,2002-07-17
6508,NA,2002-07-17
6509,NA,2002-07-17
6510,NA,2002-07-17
6547,NA,2002-07-17
6548,NA,2002-07-17
6549,NA,2002-07-17
6550,NA,2002-07-17
6551,NA,2002-07-17
6552,NA,2002-07-17
6553,NA,2002-07-17
6554,NA,2002-07-17
6555,NA,2002-07-17
6556,NA,2002-07-17
6557,NA,2002-07-17
6558,NA,2002-07-17
6559,NA,2002-07-17
6560,NA,2002-07-17
6561,NA,2002-07-17
6562,NA,2002-07-17
6563,NA,2002-07-17
6564,NA,2002-07-17
6565,NA,2002-07-17
6566,NA,2002-07-17
6567,NA,2002-07-17
6568,NA,2002-07-17
6569,NA,2002-07-17
6570,NA,2002-07-17
6571,NA,2002-07-17
6572,NA,2002-07-17
6573,NA,2002-07-17
6574,NA,2002-07-17
6575,NA,2002-07-17
6576,NA,2002-07-17
6577,NA,2002-07-17
6578,NA,2002-07-17
6579,NA,2002-07-17
6580,NA,2002-07-17
6581,NA,2002-07-17
6582,NA,2002-07-17
6619,NA,2002-07-18
6620,NA,2002-07-18
6621,NA,2002-07-18
6622,NA,2002-07-18
6623,NA,2002-07-18
6624,NA,2002-07-18
6625,NA,2002-07-18
6626,NA,2002-07-18
6627,NA,2002-07-18
6628,NA,2002-07-18
6629,NA,2002-07-18
6630,NA,2002-07-18
6631,NA,2002-07-18
6632,NA,2002-07-18
6633,NA,2002-07-18
6634,NA,2002-07-18
6635,NA,2002-07-18
6636,NA,2002-07-18
6637,NA,2002-07-18
6638,NA,2002-07-18
6639,NA,2002-07-18
6640,NA,2002-07-18
8480,NA,2002-04-24
8481,NA,2002-04-24
8482,NA,2002-04-24
8483,NA,2002-04-24
8485,NA,2002-04-24
8486,NA,2002-04-24
8487,NA,2002-04-24
8489,NA,2002-04-24
8490,NA,2002-04-24
8491,NA,2002-04-24
8492,NA,2002-04-24
8493,NA,2002-04-24
8494,NA,2002-04-24
8495,NA,2002-04-24
8497,NA,2002-04-24
8498,NA,2002-04-24
8499,NA,2002-04-24
8501,NA,2002-04-24
8502,NA,2002-04-24
8503,NA,2002-04-24
8505,NA,2002-04-24
8506,NA,2002-04-24
8507,NA,2002-04-24
8508,NA,2002-04-24
8509,NA,2002-04-24
8510,NA,2002-04-24
8511,NA,2002-04-24
9132,NA,2002-05-20
9133,NA,2002-05-20
9134,NA,2002-05-20
9135,NA,2002-05-20
9136,NA,2002-05-20
9137,NA,2002-05-20
9138,NA,2002-05-20
9139,NA,2002-05-20
9140,NA,2002-05-20
9141,NA,2002-05-20
9141,NA,2002-05-20
9142,NA,2002-05-20
9143,NA,2002-05-20
9144,NA,2002-05-20
9145,NA,2002-05-20
9146,NA,2002-05-20
9147,NA,2002-05-20
9148,NA,2002-05-20
9149,NA,2002-05-20
9149,NA,2002-05-20
9150,NA,2002-05-20
9151,NA,2002-05-20
9152,NA,2002-05-20
9153,NA,2002-05-20
9154,NA,2002-05-20
9155,NA,2002-05-20
9156,NA,2002-05-20
9157,NA,2002-05-20
9158,NA,2002-05-20
9159,NA,2002-05-20
9160,NA,2002-05-20
9161,NA,2002-05-20
9162,NA,2002-05-20
9163,NA,2002-05-20
9164,NA,2002-05-20
9165,NA,2002-05-20
9166,NA,2002-05-20
9167,NA,2002-05-20
9424,NA,2002-05-30
9425,NA,2002-05-30
9426,NA,2002-05-30
9427,NA,2002-05-30
9428,NA,2002-05-30
9429,NA,2002-05-30
9430,NA,2002-05-30
9431,NA,2002-05-30
9432,NA,2002-05-30
9433,NA,2002-05-30
9434,NA,2002-05-30
9435,NA,2002-05-30
9436,NA,2002-05-30
9437,NA,2002-05-30
9438,NA,2002-05-30
9439,NA,2002-05-30
9440,NA,2002-05-30
9441,NA,2002-05-30
9442,NA,2002-05-30
9443,NA,2002-05-30
9444,NA,2002-05-30
9445,NA,2002-05-30
9446,NA,2002-05-30
9447,NA,2002-05-30
9448,NA,2002-05-30
9449,NA,2002-05-30
9450,NA,2002-05-30
9451,NA,2002-05-30
9452,NA,2002-05-30
9453,NA,2002-05-30
9454,NA,2002-05-30
9455,NA,2002-05-30
9456,NA,2002-05-30
9457,NA,2002-05-30
9458,NA,2002-05-30
9459,NA,2002-05-30
9869,NA,2002-07-23
9870,NA,2002-07-23
9871,NA,2002-07-23
9872,NA,2002-07-23
9873,NA,2002-07-23
9874,NA,2002-07-23
9876,NA,2002-07-23
9877,NA,2002-07-23
9878,NA,2002-07-23
9879,NA,2002-07-23
9880,NA,2002-07-23
9881,NA,2002-07-23
9882,NA,2002-07-23
9883,NA,2002-07-23
9886,NA,2002-07-23
9887,NA,2002-07-23
9890,NA,2002-07-23
9891,NA,2002-07-23
9892,NA,2002-07-23
9893,NA,2002-07-23
9894,NA,2002-07-23
9895,NA,2002-07-23
9896,NA,2002-07-23
9897,NA,2002-07-23
9898,NA,2002-07-23
9899,NA,2002-07-23
9900,NA,2002-07-23
9901,NA,2002-07-23
9902,NA,2002-07-23
9903,NA,2002-07-23
9904,NA,2002-07-23
9905,NA,2002-07-23
9906,NA,2002-07-23
9907,NA,2002-07-23
9908,NA,2002-07-23
9909,NA,2002-07-23
9910,NA,2002-08-14
9911,NA,2002-08-14
9912,NA,2002-08-14
9913,NA,2002-08-14
9914,NA,2002-08-14
9915,NA,2002-08-14
9916,NA,2002-08-14
9917,NA,2002-08-14
9918,NA,2002-08-14
9919,NA,2002-08-14
9920,NA,2002-08-14
9921,NA,2002-08-14
9922,NA,2002-08-14
9923,NA,2002-08-14
9924,NA,2002-08-14
9925,NA,2002-08-14
9926,NA,2002-08-14
9927,NA,2002-08-14
9928,NA,2002-08-14
9929,NA,2002-08-14
9930,NA,2002-08-14
9931,NA,2002-08-14
9932,NA,2002-08-14
9933,NA,2002-08-14
9934,NA,2002-08-14
9935,NA,2002-08-14
9936,NA,2002-08-14
9937,NA,2002-08-14
9938,NA,2002-08-14
9939,NA,2002-08-14
9940,NA,2002-08-14
9941,NA,2002-08-14
9942,NA,2002-08-14
9943,NA,2002-08-14
9944,NA,2002-08-14
9945,NA,2002-08-14
9946,NA,2002-08-19
9947,NA,2002-08-19
9948,NA,2002-08-19
9949,NA,2002-08-19
9950,NA,2002-08-19
9951,NA,2002-08-19
9952,NA,2002-08-19
9953,NA,2002-08-19
9954,NA,2002-08-19
9955,NA,2002-08-19
9956,NA,2002-08-19
9957,NA,2002-08-19
9958,NA,2002-08-19
9959,NA,2002-08-19
9960,NA,2002-08-19
9961,NA,2002-08-19
9962,NA,2002-08-19
9963,NA,2002-08-19
9964,NA,2002-08-19
9965,NA,2002-08-19
9966,NA,2002-08-19
9967,NA,2002-08-19
9968,NA,2002-08-19
9969,NA,2002-08-19
9970,NA,2002-08-19
9971,NA,2002-08-19
9972,NA,2002-08-19
9973,NA,2002-08-19
9974,NA,2002-08-19
9975,NA,2002-08-19
9976,NA,2002-08-19
9977,NA,2002-08-19
9978,NA,2002-08-19
9979,NA,2002-08-19
9980,NA,2002-08-19
9981,NA,2002-08-19
